ID,attribute_id,value,units,retired
232190489074382,97,US 7 (EUR 37),NULL,0
232190489248332,97,US 9 (EUR 39),NULL,0
232190489432987,97,US 8 (EUR 38),NULL,0
232190489624433,97,US 8.5 (EUR 38.5),NULL,0
232190489797169,97,US 9.5 (EUR 39.5),NULL,0
232190489995978,97,US 6 (EUR 36),NULL,0
232190490190143,97,US 9 (EUR 39),NULL,0
232190490396963,97,US 8 (EUR 38),NULL,0
232190490580751,97,US 6.5 (EUR 36.5),NULL,0
232190490779370,97,US 8.5 (EUR 38.5),NULL,0
232190491187351,97,US 7.5 (EUR 37.5),NULL,0
232190491380996,97,US 10 (EUR 40),NULL,0
232190491572141,97,US 9.5 (EUR 39.5),NULL,0
232190491777903,97,US 7 (EUR 37),NULL,0
232190491962832,97,US 6 (EUR 36),NULL,0
232190492138932,97,US 9 (EUR 39),NULL,0
232190492345841,97,US 8 (EUR 38),NULL,0
232190492591570,97,US 6.5 (EUR 36.5),NULL,0
232190492765461,97,US 8.5 (EUR 38.5),NULL,0
232190492958536,97,US 7.5 (EUR 37.5),NULL,0
232190493149990,97,US 10 (EUR 40),NULL,0
232190493338094,97,US 7 (EUR 37),NULL,0
232190493568927,97,US 9 (EUR 39),NULL,0
232190493745579,97,US 6.5 (EUR 36.5),NULL,0
232190493926341,97,US 8.5 (EUR 38.5),NULL,0
232190494115047,97,US 7.5 (EUR 37.5),NULL,0
232190494290317,97,US 10 (EUR 40),NULL,0
232190494604319,97,US 6 (EUR 36),NULL,0
232190494798103,97,US 9 (EUR 39),NULL,0
232190494989090,97,US 6.5 (EUR 36.5),NULL,0
232190495171653,97,US 6.5 (EUR 36.5),NULL,0
232190495354707,97,US 8.5 (EUR 38.5),NULL,0
232190495611173,97,US 7.5 (EUR 37.5),NULL,0
232190495815488,97,US 10 (EUR 40),NULL,0
232190496011542,97,US 10 (EUR 40),NULL,0
232190496282321,97,US 7 (EUR 37),NULL,0
232190496504942,97,US 6 (EUR 36),NULL,0
232190497072359,97,US 9 (EUR 39),NULL,0
232190497248349,97,US 8.5 (EUR 38.5),NULL,0
232190497425435,97,US 7.5 (EUR 37.5),NULL,0
232190497606965,97,US 10 (EUR 40),NULL,0
232190497780374,97,US 9.5 (EUR 39.5),NULL,0
232190497970517,97,US 7 (EUR 37),NULL,0
232190498143829,97,US 6 (EUR 36),NULL,0
232190498320044,97,US 8 (EUR 38),NULL,0
232190498496002,97,US 6.5 (EUR 36.5),NULL,0
232190498678836,97,US 8.5 (EUR 38.5),NULL,0
232190498856718,97,US 7.5 (EUR 37.5),NULL,0
232190499029400,97,US 10 (EUR 40),NULL,0
232190499210363,97,US 7 (EUR 37),NULL,0
232190499419885,97,US 6 (EUR 36),NULL,0
232190499594580,97,US 8 (EUR 38),NULL,0
232190499927508,97,US 6.5 (EUR 36.5),NULL,0
232190500100910,97,US 7.5 (EUR 37.5),NULL,0
232190500280427,97,US 5 (EUR 35),NULL,0
232190500454817,97,US 7 (EUR 37),NULL,0
232190500636783,97,US 6 (EUR 36),NULL,0
232190500812663,97,US 9 (EUR 39),NULL,0
232190500986568,97,US 8 (EUR 38),NULL,0
232190501162675,97,US 6.5 (EUR 36.5),NULL,0
232190501331157,97,US 8.5 (EUR 38.5),NULL,0
232190501514754,97,US 7.5 (EUR 37.5),NULL,0
232190501700965,97,US 10 (EUR 40),NULL,0
232190501878459,97,US 9.5 (EUR 39.5),NULL,0
232190502052514,97,US 7 (EUR 37),NULL,0
232190502227369,97,US 6 (EUR 36),NULL,0
232190502404216,97,US 9 (EUR 39),NULL,0
232190502590178,97,US 6.5 (EUR 36.5),NULL,0
232190502765847,97,US 8.5 (EUR 38.5),NULL,0
232190502961169,97,US 7.5 (EUR 37.5),NULL,0
232190503143836,97,US 10 (EUR 40),NULL,0
232190503343543,97,US 7 (EUR 37),NULL,0
232190503527802,97,US 6 (EUR 36),NULL,0
232190503707372,97,US 9 (EUR 39),NULL,0
232190503879396,97,US 8 (EUR 38),NULL,0
232190504076410,97,US 6.5 (EUR 36.5),NULL,0
232190504247795,97,US 7.5 (EUR 37.5),NULL,0
232190504442524,97,US 8.5 (EUR 38.5),NULL,0
232190504639552,97,US 10 (EUR 40),NULL,0
232190504815855,97,US 7 (EUR 37),NULL,0
232190505212564,97,US 6 (EUR 36),NULL,0
232190505405756,97,US 9 (EUR 39),NULL,0
232190505601163,97,US 8 (EUR 38),NULL,0
232190505876366,97,US 6.5 (EUR 36.5),NULL,0
232190506067576,97,US 8.5 (EUR 38.5),NULL,0
232190506261846,97,US 7.5 (EUR 37.5),NULL,0
232190506443832,97,US 10 (EUR 40),NULL,0
232190506616620,97,US 7 (EUR 37),NULL,0
232190506799611,97,US 6 (EUR 36),NULL,0
232190506986213,97,US 9 (EUR 39),NULL,0
232190507175896,97,US 8 (EUR 38),NULL,0
232190507344011,97,US 8.5 (EUR 38.5),NULL,0
232190507531991,97,US 7.5 (EUR 37.5),NULL,0
232190507707995,97,US 6 (EUR 36),NULL,0
232190507888237,97,US 9 (EUR 39),NULL,0
232190508070080,97,US 8 (EUR 38),NULL,0
232190508263493,97,US 6.5 (EUR 36.5),NULL,0
232190508475733,97,US 8.5 (EUR 38.5),NULL,0
232190508666465,97,US 10 (EUR 40),NULL,0
232190508841517,97,US 9.5 (EUR 39.5),NULL,0
232190509009766,97,US 7 (EUR 37),NULL,0
232190509181604,97,US 6 (EUR 36),NULL,0
232190509358519,97,US 9 (EUR 39),NULL,0
232190509606142,97,US 8 (EUR 38),NULL,0
232190509779730,97,US 8.5 (EUR 38.5),NULL,0
232190510000479,97,US 7.5 (EUR 37.5),NULL,0
232190510227514,97,US 10 (EUR 40),NULL,0
232190510420998,97,US 9.5 (EUR 39.5),NULL,0
232190510623007,97,US 7 (EUR 37),NULL,0
232190510969160,97,9.5,NULL,0
232190511206764,97,8,NULL,0
232190511454810,97,7,NULL,0
232190511657569,97,10,NULL,0
232190511865887,97,7.5,NULL,0
232190512246509,97,9,NULL,0
232190512432992,97,8.5,NULL,0
232190512627004,97,US 6 (EUR 36),NULL,0
232190512819230,97,US 9 (EUR 39),NULL,0
232190513104481,97,US 8 (EUR 38),NULL,0
232190513306678,97,US 6.5 (EUR 36.5),NULL,0
232190513489775,97,US 8.5 (EUR 38.5),NULL,0
232190513668341,97,US 7.5 (EUR 37.5),NULL,0
232190513845067,97,US 10 (EUR 40),NULL,0
232190514047619,97,US 7 (EUR 37),NULL,0
232190514459008,97,9.5,NULL,0
232190514633865,97,8,NULL,0
232190514817561,97,7,NULL,0
232190515015539,97,10,NULL,0
232190515199502,97,7.5,NULL,0
232190515598582,97,9,NULL,0
232190515773526,97,8.5,NULL,0
232190515952006,97,8,NULL,0
232190516134115,97,7,NULL,0
232190516968588,97,10,NULL,0
232190517579570,97,9,NULL,0
232190517791614,97,8,NULL,0
232190517973059,97,7,NULL,0
232190518737793,97,9.5,NULL,0
232190518912198,97,8,NULL,0
232190519706916,97,7,NULL,0
232190519896277,97,10,NULL,0
232190520146450,97,7.5,NULL,0
232190520577081,97,9,NULL,0
232190520752587,97,8.5,NULL,0
232190520939342,97,US 6 (EUR 36),NULL,0
232190521115108,97,US 9 (EUR 39),NULL,0
232190521291285,97,US 8 (EUR 38),NULL,0
232190521465444,97,US 6.5 (EUR 36.5),NULL,0
232190521637474,97,US 8.5 (EUR 38.5),NULL,0
232190521813187,97,US 7.5 (EUR 37.5),NULL,0
232190521992745,97,US 10 (EUR 40),NULL,0
232190522184922,97,US 9.5 (EUR 39.5),NULL,0
232190522367385,97,US 7 (EUR 37),NULL,0
232190522550524,97,US 6 (EUR 36),NULL,0
232190522758316,97,US 9 (EUR 39),NULL,0
232190522956844,97,US 8 (EUR 38),NULL,0
232190523140633,97,US 6.5 (EUR 36.5),NULL,0
232190523338364,97,US 8.5 (EUR 38.5),NULL,0
232190523507979,97,US 7.5 (EUR 37.5),NULL,0
232190523696869,97,US 10 (EUR 40),NULL,0
232190523879462,97,US 9.5 (EUR 39.5),NULL,0
232190524120387,97,US 7 (EUR 37),NULL,0
232190524295861,97,US 6 (EUR 36),NULL,0
232190524471934,97,US 9 (EUR 39),NULL,0
232190524654969,97,US 8 (EUR 38),NULL,0
232190524883508,97,US 6.5 (EUR 36.5),NULL,0
232190525074496,97,US 8.5 (EUR 38.5),NULL,0
232190525256500,97,US 7.5 (EUR 37.5),NULL,0
232190525460952,97,US 10 (EUR 40),NULL,0
232190525720537,97,US 10.5 (EUR 40.5),NULL,0
232190525911725,97,US 9.5 (EUR 39.5),NULL,0
232190526094109,97,US 7 (EUR 37),NULL,0
232190526285096,97,US 6 (EUR 36),NULL,0
232190526463250,97,US 9 (EUR 39),NULL,0
232190526752796,97,US 8 (EUR 38),NULL,0
232190526950324,97,US 6.5 (EUR 36.5),NULL,0
232190527164363,97,US 7.5 (EUR 37.5),NULL,0
232190527381444,97,US 8.5 (EUR 38.5),NULL,0
232190527620154,97,US 10 (EUR 40),NULL,0
232190528186156,97,US 7 (EUR 37),NULL,0
232190528399841,97,US 6 (EUR 36),NULL,0
232190528599577,97,US 9 (EUR 39),NULL,0
232190528822550,97,US 8 (EUR 38),NULL,0
232190529039075,97,US 7 (EUR 37),NULL,0
232190529218786,97,US 6 (EUR 36),NULL,0
232190529394243,97,US 6 (EUR 36),NULL,0
232190529583660,97,US 9 (EUR 39),NULL,0
232190529755961,97,US 9 (EUR 39),NULL,0
232190530099979,97,US 8 (EUR 38),NULL,0
232190530280936,97,US 6.5 (EUR 36.5),NULL,0
232190530506326,97,US 8 (EUR 38),NULL,0
232190530711035,97,US 6.5 (EUR 36.5),NULL,0
232190530887360,97,US 8.5 (EUR 38.5),NULL,0
232190531064532,97,US 7.5 (EUR 37.5),NULL,0
232190531246539,97,US 8.5 (EUR 38.5),NULL,0
232190531508422,97,US 7.5 (EUR 37.5),NULL,0
232190531678806,97,US 10 (EUR 40),NULL,0
232190531870965,97,US 10 (EUR 40),NULL,0
232190532070878,97,US 7 (EUR 37),NULL,0
232190532304813,97,US 7 (EUR 37),NULL,0
232190532519863,97,8,NULL,0
232190532709784,97,7,NULL,0
232190532890256,97,10,NULL,0
232190533250227,97,9,NULL,0
232190533422246,97,US 6 (EUR 36),NULL,0
232190533604472,97,US 9 (EUR 39),NULL,0
232190533918927,97,US 8 (EUR 38),NULL,0
232190534116585,97,US 6.5 (EUR 36.5),NULL,0
232190534317380,97,US 8.5 (EUR 38.5),NULL,0
232190534491037,97,US 7.5 (EUR 37.5),NULL,0
232190534674248,97,US 10 (EUR 40),NULL,0
232190534864575,97,US 9.5 (EUR 39.5),NULL,0
232190535037655,97,US 7 (EUR 37),NULL,0
232190535207626,97,US 6 (EUR 36),NULL,0
232190535380944,97,US 9 (EUR 39),NULL,0
232190535563907,97,US 8 (EUR 38),NULL,0
232190535770820,97,US 6.5 (EUR 36.5),NULL,0
232190535955565,97,US 8.5 (EUR 38.5),NULL,0
232190536136181,97,US 7.5 (EUR 37.5),NULL,0
232190536357362,97,US 10 (EUR 40),NULL,0
232190536547047,97,US 7 (EUR 37),NULL,0
232190536735667,97,US 11 (EUR 41),NULL,0
232190536934221,97,US 8 (EUR 38),NULL,0
232190537128763,97,US 8.5 (EUR 38.5),NULL,0
232190537301128,97,US 7.5 (EUR 37.5),NULL,0
232190537478839,97,US 6 (EUR 36),NULL,0
232190537824019,97,US 9 (EUR 39),NULL,0
232190538572285,97,US 8 (EUR 38),NULL,0
232190538747268,97,US 6.5 (EUR 36.5),NULL,0
232190538954388,97,US 10 (EUR 40),NULL,0
232190539154843,97,US 7 (EUR 37),NULL,0
232190539345138,97,US 6 (EUR 36),NULL,0
232190539514211,97,US 9 (EUR 39),NULL,0
232190539686529,97,US 8 (EUR 38),NULL,0
232190539875720,97,US 6.5 (EUR 36.5),NULL,0
232190540066689,97,US 8.5 (EUR 38.5),NULL,0
232190540233939,97,US 7.5 (EUR 37.5),NULL,0
232190540420911,97,US 10 (EUR 40),NULL,0
232190540603475,97,US 7 (EUR 37),NULL,0
232190540776845,97,US 6 (EUR 36),NULL,0
232190540967292,97,US 9 (EUR 39),NULL,0
232190541245887,97,US 8 (EUR 38),NULL,0
232190541446810,97,US 6.5 (EUR 36.5),NULL,0
232190541645688,97,US 8.5 (EUR 38.5),NULL,0
232190541816997,97,US 7.5 (EUR 37.5),NULL,0
232190542003532,97,US 10 (EUR 40),NULL,0
232190542186062,97,US 7 (EUR 37),NULL,0
232190542365085,97,US 6 (EUR 36),NULL,0
232190542571502,97,US 9 (EUR 39),NULL,0
232190542747351,97,US 8.5 (EUR 38.5),NULL,0
232190542921116,97,US 7.5 (EUR 37.5),NULL,0
232190543095683,97,US 9.5 (EUR 39.5),NULL,0
232190543294094,97,US 7C (EUR 37C),NULL,0
232190543464289,97,US 9C (EUR 39C),NULL,0
232190543634487,97,US 10C (EUR 40C),NULL,0
232190543813907,97,US 6C (EUR 36C),NULL,0
232190544028899,97,US 8C (EUR 38C),NULL,0
232190544207191,97,US 6 (EUR 36),NULL,0
232190544386112,97,US 8 (EUR 38),NULL,0
232190544558067,97,US 6.5 (EUR 36.5),NULL,0
232190544728588,97,US 5.5 (EUR 35.5),NULL,0
232190544901076,97,US 8.5 (EUR 38.5),NULL,0
232190545085532,97,US 7.5 (EUR 37.5),NULL,0
232190545263996,97,US 10 (EUR 40),NULL,0
232190545448411,97,US 5 (EUR 35),NULL,0
232190545623597,97,US 7 (EUR 37),NULL,0
232190545793800,97,US 6 (EUR 36),NULL,0
232190546027982,97,US 9 (EUR 39),NULL,0
232190546200673,97,US 6.5 (EUR 36.5),NULL,0
232190546374282,97,US 8 (EUR 38),NULL,0
232190546559094,97,US 8.5 (EUR 38.5),NULL,0
232190546738427,97,US 7.5 (EUR 37.5),NULL,0
232190546912122,97,US 10 (EUR 40),NULL,0
232190547094276,97,US 9.5 (EUR 39.5),NULL,0
232190547289523,97,US 7 (EUR 37),NULL,0
232190547489915,97,US 6 (EUR 36),NULL,0
232190547674678,97,US 9 (EUR 39),NULL,0
232190547847884,97,US 8 (EUR 38),NULL,0
232190548049366,97,US 6.5 (EUR 36.5),NULL,0
232190548229115,97,US 8.5 (EUR 38.5),NULL,0
232190548407598,97,US 7.5 (EUR 37.5),NULL,0
232190548585644,97,US 10 (EUR 40),NULL,0
232190548763419,97,US 7 (EUR 37),NULL,0
232190548975932,97,US 12 (EUR 42),NULL,0
232190549168931,97,US 10.5 (EUR 40.5),NULL,0
232190549359574,97,US 9.5 (EUR 39.5),NULL,0
232190549564222,97,US 8.5 (EUR 38.5),NULL,0
232190549819271,97,US 7.5 (EUR 37.5),NULL,0
232190549995170,97,US 10 (EUR 40),NULL,0
232190550172075,97,US 7 (EUR 37),NULL,0
232190550366163,97,US 6 (EUR 36),NULL,0
232190550548011,97,US 6 (EUR 36),NULL,0
232190550851506,97,US 9 (EUR 39),NULL,0
232190551037515,97,US 9 (EUR 39),NULL,0
232190551248873,97,US 8 (EUR 38),NULL,0
232190551455000,97,US 6.5 (EUR 36.5),NULL,0
232190551645603,97,US 8 (EUR 38),NULL,0
232190551828779,97,US 6.5 (EUR 36.5),NULL,0
232190552005134,97,US 8.5 (EUR 38.5),NULL,0
232190552175653,97,US 7.5 (EUR 37.5),NULL,0
232190552349658,97,US 8.5 (EUR 38.5),NULL,0
232190552722808,97,US 7.5 (EUR 37.5),NULL,0
232190552912804,97,US 10 (EUR 40),NULL,0
232190553115767,97,US 7 (EUR 37),NULL,0
232190553319528,97,US 7 (EUR 37),NULL,0
232190553669856,97,8,NULL,0
232190553849997,97,7,NULL,0
232190554027713,97,10,NULL,0
232190554216842,97,7.5,NULL,0
232190554830726,97,9,NULL,0
232190555013974,97,8.5,NULL,0
232190555224831,97,US 6 (EUR 36),NULL,0
232190555402170,97,US 9 (EUR 39),NULL,0
232190555600062,97,US 6.5 (EUR 36.5),NULL,0
232190555779654,97,US 8 (EUR 38),NULL,0
232190555952351,97,US 8.5 (EUR 38.5),NULL,0
232190556131466,97,US 7.5 (EUR 37.5),NULL,0
232190556304107,97,US 10 (EUR 40),NULL,0
232190556507181,97,US 7 (EUR 37),NULL,0
232190556678664,97,US 6 (EUR 36),NULL,0
232190556867966,97,US 9 (EUR 39),NULL,0
232190557094794,97,US 11 (EUR 41),NULL,0
232190557273658,97,US 8 (EUR 38),NULL,0
232190557506280,97,US 6.5 (EUR 36.5),NULL,0
232190558074586,97,US 8.5 (EUR 38.5),NULL,0
232190558253209,97,US 7.5 (EUR 37.5),NULL,0
232190558449759,97,US 10 (EUR 40),NULL,0
232190558656408,97,US 9.5 (EUR 39.5),NULL,0
232190558890851,97,US 7 (EUR 37),NULL,0
232190559087262,97,US 6 (EUR 36),NULL,0
232190559304403,97,US 6 (EUR 36),NULL,0
232190559472045,97,US 9 (EUR 39),NULL,0
232190559641890,97,US 9 (EUR 39),NULL,0
232190559818805,97,US 8 (EUR 38),NULL,0
232190560005038,97,US 6.5 (EUR 36.5),NULL,0
232190560303829,97,US 8 (EUR 38),NULL,0
232190560481650,97,US 6.5 (EUR 36.5),NULL,0
232190560665661,97,US 8.5 (EUR 38.5),NULL,0
232190560900368,97,US 7.5 (EUR 37.5),NULL,0
232190561147469,97,US 8.5 (EUR 38.5),NULL,0
232190561331906,97,US 7.5 (EUR 37.5),NULL,0
232190561509678,97,US 10 (EUR 40),NULL,0
232190561698105,97,US 10 (EUR 40),NULL,0
232190561877968,97,US 9.5 (EUR 39.5),NULL,0
232190562059238,97,US 7 (EUR 37),NULL,0
232190562269516,97,US 7 (EUR 37),NULL,0
232190562625135,97,9,NULL,0
232190562829201,97,8.5,NULL,0
232190563184575,97,9,NULL,0
232190563360566,97,8.5,NULL,0
232190563578770,97,US 8.5C (EUR 38.5C),NULL,0
232190563761606,97,US 9C (EUR 39C),NULL,0
232190563940065,97,US 10C (EUR 40C),NULL,0
232190564112541,97,US 6 (EUR 36),NULL,0
232190564282441,97,US 9 (EUR 39),NULL,0
232190564459039,97,US 8 (EUR 38),NULL,0
232190564634122,97,US 6.5 (EUR 36.5),NULL,0
232190564835104,97,US 8.5 (EUR 38.5),NULL,0
232190565006071,97,US 7.5 (EUR 37.5),NULL,0
232190565193656,97,US 10 (EUR 40),NULL,0
232190565376012,97,US 9.5 (EUR 39.5),NULL,0
232190565550195,97,US 7 (EUR 37),NULL,0
232190565914316,97,9.5,NULL,0
232190566091897,97,8,NULL,0
232190566268973,97,7,NULL,0
232190566465851,97,10,NULL,0
232190566658051,97,7.5,NULL,0
232190566996382,97,9,NULL,0
232190567196977,97,8.5,NULL,0
232190567378237,97,US 6 (EUR 36),NULL,0
232190567576396,97,US 6 (EUR 36),NULL,0
232190567810025,97,US 9 (EUR 39),NULL,0
232190567988627,97,US 9 (EUR 39),NULL,0
232190568200763,97,US 8 (EUR 38),NULL,0
232190568385654,97,US 6.5 (EUR 36.5),NULL,0
232190568566138,97,US 8 (EUR 38),NULL,0
232190568749774,97,US 6.5 (EUR 36.5),NULL,0
232190568956266,97,US 8.5 (EUR 38.5),NULL,0
232190569159988,97,US 7.5 (EUR 37.5),NULL,0
232190569333487,97,US 8.5 (EUR 38.5),NULL,0
232190570614406,97,US 7.5 (EUR 37.5),NULL,0
232190570819737,97,US 10 (EUR 40),NULL,0
232190570999358,97,US 10 (EUR 40),NULL,0
232190571183909,97,US 9.5 (EUR 39.5),NULL,0
232190571368179,97,US 9.5 (EUR 39.5),NULL,0
232190571589004,97,US 7 (EUR 37),NULL,0
232190571796697,97,US 7 (EUR 37),NULL,0
232190571972784,97,US 10 (EUR 40),NULL,0
232190572175257,97,US 9.5 (EUR 39.5),NULL,0
232190572344345,97,US 7 (EUR 37),NULL,0
232190572542308,97,US 7 (EUR 37),NULL,0
232190572794285,97,9.5,NULL,0
232190572974350,97,8,NULL,0
232190573143393,97,7,NULL,0
232190573532505,97,7.5,NULL,0
232190573883307,97,9,NULL,0
232190574059613,97,8.5,NULL,0
232190574244837,97,US 6 (EUR 36),NULL,0
232190574513281,97,US 9 (EUR 39),NULL,0
232190574713478,97,US 8 (EUR 38),NULL,0
232190574892465,97,US 6.5 (EUR 36.5),NULL,0
232190575082013,97,US 7.5 (EUR 37.5),NULL,0
232190575277186,97,US 10 (EUR 40),NULL,0
232190575472734,97,US 5 (EUR 35),NULL,0
232190575688121,97,US 7 (EUR 37),NULL,0
232190575862402,97,US 10 (EUR 40),NULL,0
232190576039547,97,US 5 (EUR 35),NULL,0
232190576211758,97,US 7 (EUR 37),NULL,0
232190576401539,97,US 6 (EUR 36),NULL,0
232190576596752,97,US 9 (EUR 39),NULL,0
232190576780688,97,US 8 (EUR 38),NULL,0
232190576968589,97,US 6.5 (EUR 36.5),NULL,0
232190577160488,97,US 8.5 (EUR 38.5),NULL,0
232190577342362,97,US 7.5 (EUR 37.5),NULL,0
232190577558383,97,US 10 (EUR 40),NULL,0
232190577763947,97,US 7 (EUR 37),NULL,0
232190578140136,97,9.5,NULL,0
232190578910111,97,8,NULL,0
232190579098403,97,7,NULL,0
232190579280810,97,10,NULL,0
232190579476165,97,7.5,NULL,0
232190579901914,97,9,NULL,0
232190580274391,97,8.5,NULL,0
232190580475149,97,US 11.5 (EUR 41.5),NULL,0
232190580692152,97,US 9 (EUR 39),NULL,0
232190580881538,97,US 11 (EUR 41),NULL,0
232190581081568,97,US 12 (EUR 42),NULL,0
232190581342768,97,US 8 (EUR 38),NULL,0
232190581536890,97,US 8.5 (EUR 38.5),NULL,0
232190581715954,97,US 7.5 (EUR 37.5),NULL,0
232190581889572,97,US 10 (EUR 40),NULL,0
232190582081636,97,US 10.5 (EUR 40.5),NULL,0
232190582252480,97,US 9.5 (EUR 39.5),NULL,0
232190582435361,97,US 7 (EUR 37),NULL,0
232190582813240,97,US 5 (EUR 35),NULL,0
232190583007204,97,US 10.5 (EUR 40.5),NULL,0
232190583184271,97,US 7 (EUR 37),NULL,0
232190583579709,97,9.5,NULL,0
232190583755225,97,8,NULL,0
232190583935184,97,7,NULL,0
232190584122477,97,10,NULL,0
232190584306134,97,7.5,NULL,0
232190584677255,97,9,NULL,0
232190584913529,97,8.5,NULL,0
232190585088458,97,US 6 (EUR 36),NULL,0
232190585260425,97,US 6 (EUR 36),NULL,0
232190585433931,97,US 9 (EUR 39),NULL,0
232190585617965,97,US 9 (EUR 39),NULL,0
232190585803456,97,US 8 (EUR 38),NULL,0
232190586135018,97,US 6.5 (EUR 36.5),NULL,0
232190586310906,97,US 8 (EUR 38),NULL,0
232190586497202,97,US 8.5 (EUR 38.5),NULL,0
232190586671062,97,US 7.5 (EUR 37.5),NULL,0
232190586858644,97,US 10 (EUR 40),NULL,0
232190587039957,97,US 10 (EUR 40),NULL,0
232190587242581,97,US 7 (EUR 37),NULL,0
232190587417426,97,US 7 (EUR 37),NULL,0
232190587810501,97,9.5,NULL,0
232190587995849,97,8,NULL,0
232190588171787,97,7,NULL,0
232190588360383,97,10,NULL,0
232190588575121,97,7.5,NULL,0
232190589018418,97,9,NULL,0
232190589211424,97,8.5,NULL,0
232190589388044,97,US 6 (EUR 36),NULL,0
232190589569519,97,US 9 (EUR 39),NULL,0
232190589762150,97,US 8 (EUR 38),NULL,0
232190589958257,97,US 6.5 (EUR 36.5),NULL,0
232190590140869,97,US 8.5 (EUR 38.5),NULL,0
232190590505280,97,US 7.5 (EUR 37.5),NULL,0
232190590684162,97,US 10 (EUR 40),NULL,0
232190590875381,97,US 7 (EUR 37),NULL,0
232190591080951,97,US 6 (EUR 36),NULL,0
232190591270620,97,US 8 (EUR 38),NULL,0
232190591455997,97,US 6.5 (EUR 36.5),NULL,0
232190591658015,97,US 5.5 (EUR 35.5),NULL,0
232190591833248,97,US 8.5 (EUR 38.5),NULL,0
232190592011742,97,US 7.5 (EUR 37.5),NULL,0
232190592210777,97,US 5 (EUR 35),NULL,0
232190592390190,97,US 7 (EUR 37),NULL,0
232190592565677,97,US 6 (EUR 36),NULL,0
232190592740451,97,US 9 (EUR 39),NULL,0
232190593878856,97,US 8 (EUR 38),NULL,0
232190594080740,97,US 6.5 (EUR 36.5),NULL,0
232190594278014,97,US 8.5 (EUR 38.5),NULL,0
232190594454862,97,US 7.5 (EUR 37.5),NULL,0
232190594745330,97,US 10 (EUR 40),NULL,0
232190594923252,97,US 7 (EUR 37),NULL,0
232190595132568,97,US 6 (EUR 36),NULL,0
232190595325909,97,US 9 (EUR 39),NULL,0
232190595507841,97,US 8 (EUR 38),NULL,0
232190595720766,97,US 7.5 (EUR 37.5),NULL,0
232190595906587,97,US 10 (EUR 40),NULL,0
232190596088631,97,US 5 (EUR 35),NULL,0
232190596294041,97,US 7 (EUR 37),NULL,0
232190596533124,97,US 8 (EUR 38),NULL,0
232190596710192,97,US 6.5 (EUR 36.5),NULL,0
232190596890528,97,US 7.5 (EUR 37.5),NULL,0
232190597094139,97,US 6 (EUR 36),NULL,0
232190597305684,97,US 9 (EUR 39),NULL,0
232190597476614,97,US 11 (EUR 41),NULL,0
232190597670112,97,US 8 (EUR 38),NULL,0
232190597899769,97,US 8.5 (EUR 38.5),NULL,0
232190598159171,97,US 7.5 (EUR 37.5),NULL,0
232190598335397,97,US 6 (EUR 36),NULL,0
232190598506946,97,US 9 (EUR 39),NULL,0
232190598700947,97,US 6.5 (EUR 36.5),NULL,0
232190598898707,97,US 8 (EUR 38),NULL,0
232190599069607,97,US 8.5 (EUR 38.5),NULL,0
232190599241909,97,US 7.5 (EUR 37.5),NULL,0
232190599412117,97,US 10 (EUR 40),NULL,0
232190599602575,97,US 10 (EUR 40),NULL,0
232190600166237,97,US 6 (EUR 36),NULL,0
232190600366451,97,US 6 (EUR 36),NULL,0
232190600546741,97,US 9 (EUR 39),NULL,0
232190600730728,97,US 9 (EUR 39),NULL,0
232190600905537,97,US 8 (EUR 38),NULL,0
232190601150865,97,US 6.5 (EUR 36.5),NULL,0
232190601335656,97,US 8 (EUR 38),NULL,0
232190601525396,97,US 6.5 (EUR 36.5),NULL,0
232190601708572,97,US 8.5 (EUR 38.5),NULL,0
232190601907141,97,US 7.5 (EUR 37.5),NULL,0
232190602120399,97,US 8.5 (EUR 38.5),NULL,0
232190602294089,97,US 7.5 (EUR 37.5),NULL,0
232190602480046,97,US 6 (EUR 36),NULL,0
232190602663482,97,US 9 (EUR 39),NULL,0
232190602847406,97,US 8 (EUR 38),NULL,0
232190603018377,97,US 6.5 (EUR 36.5),NULL,0
232190603243255,97,US 8.5 (EUR 38.5),NULL,0
232190603421897,97,US 7.5 (EUR 37.5),NULL,0
232190603602805,97,8,NULL,0
232190603790927,97,7,NULL,0
232190603968192,97,10,NULL,0
232190604387827,97,9.5,NULL,0
232190604562374,97,8,NULL,0
232190604760907,97,7,NULL,0
232190604947473,97,10,NULL,0
232190605134926,97,7.5,NULL,0
232190605507387,97,9,NULL,0
232190605694407,97,8.5,NULL,0
232190605879932,97,US 6 (EUR 36),NULL,0
232190606053795,97,US 9 (EUR 39),NULL,0
232190606372146,97,US 9 (EUR 39),NULL,0
232190606551845,97,US 8 (EUR 38),NULL,0
232190606751130,97,US 8 (EUR 38),NULL,0
232190606957154,97,US 7.5 (EUR 37.5),NULL,0
232190607136446,97,US 10 (EUR 40),NULL,0
232190607318786,97,US 10 (EUR 40),NULL,0
232190607530085,97,US 7 (EUR 37),NULL,0
232190607703385,97,US 7 (EUR 37),NULL,0
232190607874822,97,US 6 (EUR 36),NULL,0
232190608091559,97,US 9 (EUR 39),NULL,0
232190608301662,97,US 8 (EUR 38),NULL,0
232190608475445,97,US 6.5 (EUR 36.5),NULL,0
232190608647092,97,US 8.5 (EUR 38.5),NULL,0
232190608850352,97,US 7.5 (EUR 37.5),NULL,0
232190609035617,97,US 10 (EUR 40),NULL,0
